ticker,company,sector,industry,country,market_cap,fiscal_year_end_month,biz_model,market_cap_str,exclude_analysis
LH,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,United States,21484820480,12,Labcorp Holdings Inc. provides laboratory services.,$21.5B,False
OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,United States,21395415040,12,"Omnicom Group Inc., together with its subsidiaries, offers advertising, marketing, and corporate communications services. It provides a range of services in the areas of media and advertising, precision marketing, public relations, healthcare, branding and retail commerce, experiential, execution, and support.",$21.4B,False
EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,United States,21376503808,12,"Expeditors International of Washington, Inc., together with its subsidiaries, provides logistics services in the Americas, North Asia, South Asia, Europe, and Middle East, Africa, and India. The company offers airfreight services, such as air freight consolidation and forwarding; ocean freight and ocean services, including ocean freight consolidation, direct ocean forwarding, and order management; customs brokerage and other services, import, intra-continental ground transportation and delivery, and warehousing and distribution services; and customs clearance, purchase order management, vendor consolidation, time-definite transportation services, temperature-controlled transit, cargo insurance, specialized cargo monitoring and tracking, and other logistics solutions.",$21.4B,False
SW,Smurfit Westrock Plc,Consumer Cyclical,Packaging & Containers,Ireland,21240795136,12,"Smurfit Westrock Plc, together with its subsidiaries, manufactures, distributes, and sells containerboard, corrugated containers, and other paper-based packaging products in North America, South America, Europe, Asia, Africa, Australia, and internationally. The company produces containerboard and paperboard; packaging of corrugated containers; consumer packaging; and offers solid board, kraft paper, and graphic board, as well as other packaging products, such as solidboard packaging, paper sacks and bag-in-box.",$21.2B,False
SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty,United States,21223211008,12,"SBA Communications Corporation is a leading independent owner and operator of wireless communications infrastructure. It includes towers, buildings, rooftops, distributed antenna systems (DAS) and small cells.",$21.2B,True
VLTO,Veralto Corporation,Industrials,Pollution & Treatment Controls,United States,20853833728,12,"Veralto Corporation provides water analytics, water treatment, marking and coding, and packaging and color solutions worldwide. It operates through two segments, Water Quality (WQ) and Product Quality & Innovation (PQI).",$20.9B,False
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,Netherlands,20797022208,12,"LyondellBasell Industries N.V. operates as a chemical company in the United States, Germany, China, Mexico, Italy, Japan, France, Poland, the Netherlands, and internationally.",$20.8B,False
CHTR,"Charter Communications, Inc.",Communication Services,Telecom Services,United States,20712880128,12,"Charter Communications, Inc. operates as a broadband connectivity company in the United States.",$20.7B,False
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,United States,20695281664,1,"Dollar Tree, Inc. operates retail discount stores under the Dollar Tree and Dollar Tree Canada brands in the United States and Canada.",$20.7B,False
AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,United States,20625833984,12,"Akamai Technologies, Inc. engages in the provision of security, delivery, and cloud computing solutions in the United States and internationally.",$20.6B,False
STE,STERIS plc,Healthcare,Medical Devices,United States,20499449856,3,"STERIS plc provides infection prevention products and services in the United States, Ireland, and internationally. It operates through three segments: Healthcare, Applied Sterilization Technologies, and Life Sciences.",$20.5B,False
FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,United States,20437401600,12,"Fidelity National Information Services, Inc. provides solutions to financial institutions, businesses, and developers worldwide.",$20.4B,False
EFX,Equifax Inc.,Industrials,Consulting Services,United States,20253343744,12,"Equifax Inc. operates as a data, analytics, and technology company.",$20.3B,False
INCY,Incyte Corporation,Healthcare,Biotechnology,United States,20106076160,12,"Incyte Corporation, a biopharmaceutical company, engages in the discovery, development, and commercialization of therapeutics in the United States, Europe, Canada, and Japan. The company offers JAKAFI for the treatment of myelofibrosis (MF), polycythemia vera, and steroid-refractory acute graft-versus-host disease; ICLUSIG, a kinase inhibitor to treat chronic myeloid leukemia and Philadelphia-chromosome positive acute lymphoblastic leukemia; MONJUVI/ MINJUVI for the treatment of diffuse large B-cell lymphoma and Follicular Lymphoma; NIKTIMVO for the treatment of chronic graft-versus-host disease.",$20.1B,False
TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,United States,20067856384,10,"Tyson Foods, Inc., together with its subsidiaries, operates as a food company worldwide. It operates through four segments: Beef, Pork, Chicken, and Prepared Foods.",$20.1B,False
LUV,Southwest Airlines Co.,Industrials,Airlines,United States,20049498112,12,Southwest Airlines Co. operates as a passenger airline company that provides scheduled air transportation services in the United States and internationally.,$20.0B,False
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,United States,19895453696,1,"Ulta Beauty, Inc. operates as a specialty beauty retailer in the United States, Mexico, and Kuwait.",$19.9B,False
SNA,Snap-on Incorporated,Industrials,Tools & Accessories,United States,19718400000,1,"Snap-on Incorporated manufactures and markets tools, equipment, diagnostics, and repair information and systems solutions for professional users worldwide. It operates through Commercial & Industrial Group, Snap-on Tools Group, Repair Systems & Information Group, and Financial Services segments.",$19.7B,False
BRO,"Brown & Brown, Inc.",Financial Services,Insurance Brokers,United States,19658975232,1,"Brown & Brown, Inc. markets and sells insurance products and services in the United States, the United Kingdom, and internationally.",$19.7B,True
PKG,Packaging Corporation of America,Consumer Cyclical,Packaging & Containers,United States,19550916608,12,Packaging Corporation of America manufactures and sells containerboard and uncoated freesheet (UFS) paper products in North America. The company operates through Packaging and Paper segments.,$19.6B,False
ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,United States,19437187072,12,"Essex Property Trust, Inc., an S&P 500 company, is a fully integrated real estate investment trust. The firm acquires, develops, redevelops, and manages multifamily residential properties in selected West Coast markets.",$19.4B,True
DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,United States,19033686016,12,"DuPont de Nemours, Inc. provides technology-based materials and solutions in the United States, Canada, the Asia Pacific, Latin America, Europe, the Middle East, and Africa.",$19.0B,False
MRNA,"Moderna, Inc.",Healthcare,Biotechnology,United States,18887026688,12,"Moderna, Inc., a biotechnology company, provides messenger RNA medicines in the United States, Europe, and internationally. The company's respiratory vaccines include spikevax, mNEXSPIKE, mRESVIA, COVID, RSV, seasonal influenza, combination, and pandemic influenza vaccine; latent vaccines comprise cytomegalovirus, epstein-barr virus, and human immunodeficiency virus vaccines; enteric viruses include norovirus; public health vaccines consist of Zika, Nipah, and Mpox vaccines; and bacterial diseases vaccines, such as lyme vaccines.",$18.9B,False
EVRG,"Evergy, Inc.",Utilities,Utilities - Regulated Electric,United States,18830610432,12,"Evergy, Inc., together with its subsidiaries, engages in the generation, transmission, distribution, and sale of electricity in the United States. The company generates electricity through coal, landfill gas, uranium, and natural gas and oil sources, as well as solar, wind, and other renewable sources.",$18.8B,False
FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,United States,18645299200,12,"Fortive Corporation designs, develops, manufactures, and markets products, software, and services in the United States, China, and internationally. It operates through Intelligent Operating Solutions and Advanced Healthcare Solutions segments.",$18.6B,False
VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,United States,18551324672,12,"Viatris Inc., together with its subsidiaries, operates as a healthcare company in North America, Europe, China, Taiwan, Hong Kong, Japan, Australia, New Zealand, rest of Asia, Africa, Latin America, and the Middle East. It operates in four segments: Developed Markets, Greater China, JANZ, and Emerging Markets.",$18.6B,False
IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,United States,18535030784,12,"International Flavors & Fragrances Inc., together with its subsidiaries, manufactures and markets food, beverage, health and biosciences, scent, and complementary adjacent products in the United States, and internationally. It operates in through Taste, Food Ingredients, Health & Biosciences, and Scent segments.",$18.5B,False
LNT,Alliant Energy Corporation,Utilities,Utilities - Regulated Electric,United States,18521047040,12,Alliant Energy Corporation operates as a utility holding company that provides regulated electric and natural gas services in the United States. It operates through IPL and WPL segments.,$18.5B,False
LII,Lennox International Inc.,Industrials,Building Products & Equipment,United States,17868044288,12,"Lennox International Inc., together with its subsidiaries, designs, manufactures, and markets products for the heating, ventilation, air conditioning, and refrigeration markets in the United States, Canada, and internationally. The Home Comfort Solutions segment provides furnaces, air conditioners, heat pumps, packaged heating and cooling systems, indoor air quality equipment, comfort control products, and replacement parts and supplies; residential heating, ventilation, cooling equipment, and air conditioning; and evaporator coils, air handlers, and unit heaters under Lennox, Dave Lennox Signature Collection, Armstrong Air, Ducane, AirEase, Concord, MagicPak, Advanced Distributor Products, Allied, Elite Series, Supco, Linebacker, Elite series, Merit Series, Comfort Sync, Healthy Climate, Healthy Climate Solutions, iComfort, ComfortSense, and Lennox Stores name.",$17.9B,False
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,United States,17686194176,5,"General Mills, Inc. manufactures and markets branded consumer foods in the United States and internationally.",$17.7B,False
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,United States,17671327744,12,"Albemarle Corporation provides energy storage solutions worldwide. It operates through three segments: Energy Storage, Specialties, and Ketjen.",$17.7B,False
GPN,Global Payments Inc.,Industrials,Specialty Business Services,United States,17643556864,12,"Global Payments Inc. provides payment technology and software solutions for card, check, and digital-based payments in the Americas, Europe, and the Asia-Pacific.",$17.6B,False
AMCR,Amcor plc,Consumer Cyclical,Packaging & Containers,Switzerland,17485914112,6,"Amcor plc, together with its subsidiaries, engages in the production and sale of packaging products in Europe, North America, Latin America, and the Asia Pacific. The company operates in two segments, Global Flexible Packaging Solutions and Global Rigid Packaging Solutions.",$17.5B,False
INVH,Invitation Homes Inc.,Real Estate,REIT - Residential,United States,17452953600,12,"Invitation Homes is a leading owner and operator of single-family homes for lease, offering residents high quality homes in sought after neighborhoods across the United States. As of December 31, 2025, we wholly own 86,192 homes for lease, jointly own 8,006 homes for lease, and provide professional third-party property and asset management services for an additional 15,866 homes, all of which are primarily located in 16 core markets across the country.",$17.5B,True
IP,International Paper Company,Consumer Cyclical,Packaging & Containers,United States,17399926784,12,"International Paper Company produces and sells renewable fiber-based packaging in North America, Latin America, Europe, South America, and North Africa. It operates through two segments, Packaging Solutions North America and Packaging Solutions EMEA.",$17.4B,False
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,United States,17355495424,12,"Weyerhaeuser Company, one of the world's largest private owners of timberlands, began operations in 1900. Today the firm owns or controls more than 10 million acres of timberlands in the U.S., as well as additional public timberlands managed under long-term licenses in Canada.",$17.4B,True
BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,United States,17230772224,6,"Broadridge Financial Solutions, Inc. provides investor communications and technology-driven solutions for the financial services industry in the United States and internationally.",$17.2B,False
CDW,CDW Corporation,Technology,Information Technology Services,United States,17222443008,12,"CDW Corporation provides information technology (IT) solutions in the United States, the United Kingdom, and Canada. It operates through three segments: Commercial, Government, and Education.",$17.2B,False
HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,United States,16955648000,12,"Host Hotels & Resorts, Inc., herein referred to as we, Host Inc., or the Company, is a self-managed and self-administered real estate investment trust that owns hotel property. We conduct our operations as an umbrella partnership, REIT, through an operating partnership, Host Hotels & Resorts, L.P., of which we are the sole general partner.",$17.0B,True
NWS,News Corporation,Communication Services,Entertainment,United States,16913314816,6,"News Corporation, a media and information services company, creates and distributes authoritative and engaging content, and other products and services for consumers and businesses. It operates through five segments: Digital Real Estate Services, Dow Jones, Book Publishing, News Media, and Other.",$16.9B,False
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices,United States,16883470336,12,"Zimmer Biomet Holdings, Inc., together with its subsidiaries, operates as a medical technology company worldwide. The company designs, manufactures, and markets orthopedic reconstructive products, such as knee and hip products; S.E.T.",$16.9B,False
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,United States,16814724096,12,"CF Industries Holdings, Inc., together with its subsidiaries, engages in the production of ammonia in North America, Europe, and internationally. It operates through Ammonia, Granular Urea, UAN, AN, and Other segments.",$16.8B,False
NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,United States,16711613440,12,"NVR, Inc. operates as a homebuilder in the United States.",$16.7B,False
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REIT - Residential,United States,16365647872,12,"Mid-America Apartment Communities, Inc. is a self-administered real estate investment trust (REIT) and member of S&P 500.",$16.4B,True
KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,United States,16347207680,12,"Kimco Realty Corporation is a real estate investment trust and leading owner and operator of high-quality, open-air, grocery-anchored shopping centers and mixed-use properties in the United States. The company's portfolio is strategically concentrated in the first-ring suburbs of the top major metropolitan markets, including high-barrier-to-entry coastal markets and Sun Belt cities.",$16.3B,True
BEN,"Franklin Resources, Inc.",Financial Services,Asset Management,United States,16311409664,9,"Franklin Resources, Inc. is a publicly owned asset investment manager.",$16.3B,True
IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,United States,16178951168,12,"IDEX Corporation, together with its subsidiaries, provides applied solutions in the United States, North America, Europe, Asia, and internationally. It operates through three segments: Health & Science Technologies (HST), Fluid & Metering Technologies (FMT) and Fire & Safety/Diversified Products (FSDP).",$16.2B,False
TXT,Textron Inc.,Industrials,Aerospace & Defense,United States,15898669056,1,"Textron Inc. operates in the aircraft, defense, industrial, and finance businesses worldwide.",$15.9B,False
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,United States,15806910464,12,"Tractor Supply Company operates as a rural lifestyle retailer in the United States. The company provides various merchandise, including livestock and equine feed and equipment, poultry, fencing, and sprayers and chemicals; companion animal products, such as food, treats, and equipment for dogs, cats, and other small animals, as well as dog wellness products; seasonal and recreation products comprising tractors and riders, lawn and garden, bird feeding, power equipment, and other recreational products; truck, tool, and hardware products, such as truck accessories, trailers, generators, lubricants, batteries, and hardware and tools; and clothing, gift, and décor products consist of clothing, footwear, toys, snacks, and decorative merchandise.",$15.8B,False
NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,United States,15724162048,10,"Nordson Corporation engineers, manufactures, and markets products and systems to dispense, apply, and control adhesives, coatings, polymers, sealants, biomaterials, medical components, and other fluids. The Industrial Precision Solutions segment provides dispensing, coating, and laminating systems for adhesives, lotions, liquids, and fibers to disposable products and roll goods; automated adhesive dispensing systems; components and systems for thermoplastic and biopolymer melt stream; fluid components, such as nozzles, pumps, and filters; smart components that measure and control the flow, quantity and location of dispensed fluid; control systems; and product assembly solutions.",$15.7B,False
PTC,PTC Inc.,Technology,Software - Application,United States,15716874240,9,"PTC Inc. operates as software company in the Americas, Europe, and the Asia Pacific.",$15.7B,False
GNRC,Generac Holdings Inc.,Industrials,Specialty Industrial Machinery,United States,15652594688,12,"Generac Holdings Inc. designs, manufactures, and distributes energy technology products and solutions worldwide.",$15.7B,False
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,United States,15632596992,1,"Best Buy Co., Inc. offers technology products and solutions in the United States, Canada, and internationally.",$15.6B,False
GEN,Gen Digital Inc.,Technology,Software - Infrastructure,United States,15578939392,3,"Gen Digital Inc. engages in the provision of cyber safety and trust-based solutions for individuals, families, and small businesses.",$15.6B,False
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,United States,15446455296,1,"Leidos Holdings, Inc., together with its subsidiaries, provides services and solutions for government and commercial customers in the United States and internationally. The National Security & Digital segment provides national security software; services by using artificial intelligence and machine learning to coordinate sea, ground, air, and space to help warfighters; offensive, defensive, and physical cyber operation solutions; intelligence analysis, operational support, logistics operations, security, linguistics, force production, biometrics, chemical, biological, radiological, nuclear, and explosives, energetics, training, and other services; and Digital Modernization and transformation services.",$15.4B,False
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,United States,15239408640,3,"Deckers Outdoor Corporation, together with its subsidiaries, designs, markets, and distributes footwear, apparel, and accessories for casual lifestyle use and high-performance activities in the United States and internationally. The company offers footwear, apparel, and accessories under the UGG brand; footwear, such as running, trail, hiking, fitness, and lifestyle shoes, as well as apparel and accessories under the HOKA brand; and sandals, shoes, and boots under the Teva brand name.",$15.2B,False
NWSA,News Corporation,Communication Services,Entertainment,United States,14749412352,6,"News Corporation, a media and information services company, creates and distributes authoritative and engaging content, and other products and services for consumers and businesses. It operates through five segments: Digital Real Estate Services, Dow Jones, Book Publishing, News Media, and Other.",$14.7B,False
APTV,Aptiv PLC,Consumer Cyclical,Auto Parts,Switzerland,14663186432,12,"Aptiv PLC, an industrial technology company, provides hardware and software solutions to support automotive and other industries in North America, Europe, the Middle East, Africa, the Asia Pacific, and South America. It operates through three segments: Advanced Safety and User Experience, Engineered Components, and Electrical Distribution Systems.",$14.7B,False
REG,Regency Centers Corporation,Real Estate,REIT - Retail,United States,14498676736,12,"Regency Centers Corporation is a fully integrated real estate company and self-administered and self-managed real estate investment trust that began its operations as a publicly-traded REIT in 1993. The Company conducts substantially all of its operations, and owns, directly or indirectly, substantially all of its assets.",$14.5B,True
UDR,"UDR, Inc.",Real Estate,REIT - Residential,United States,14305609728,12,"UDR, Inc. is a S&P 500 company, is a leading multifamily real estate investment trust with a demonstrated performance history of delivering superior and dependable returns by successfully managing, buying, selling, developing and redeveloping attractive real estate properties in targeted U.S.",$14.3B,True
J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,United States,14164981760,10,"Jacobs Solutions Inc. engages in the infrastructure and advanced facilities, and consulting businesses in the United States, Europe, Canada, India, Asia, Australia, New Zealand, the Middle East, and Africa.",$14.2B,False
BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,United States,14009890816,12,"Ball Corporation supplies aluminum packaging products for the beverage, personal care, and household products industries in the United States, Brazil, and internationally. The company manufactures and sells aluminum beverage containers to fillers of carbonated soft drinks, beer, energy drinks, and other beverages.",$14.0B,False
MAS,Masco Corporation,Industrials,Building Products & Equipment,United States,13911606272,12,"Masco Corporation provides home improvement and building products in North America, Europe, and internationally. The company's Plumbing Products segment offers faucets, showerheads, handheld showers, valves, bath hardware and accessories, bathing units, shower bases and enclosures, shower drains, steam shower systems, water filtration systems, and sinks and kitchen accessories; acrylic tubs, bath and shower enclosures, and shower bases and trays; spas, exercise pools, and aquatic fitness systems and saunas; brass, copper, and composite plumbing system component and other non-decorative plumbing products; water products; and thermoplastic products, extruded plastic profiles, and specialized fabrication products, as well as PEX tubing products.",$13.9B,False
SOLV,Solventum Corporation,Healthcare,Medical Instruments & Supplies,United States,13639241728,12,"Solventum Corporation, a healthcare company, develops, manufactures, and commercializes a portfolio of solutions to address critical customer and patient needs in the United States and internationally. It operates through three segments: Medsurg, Dental Solutions, and Health Information Systems.",$13.6B,False
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,United States,13634997248,12,"CoStar Group, Inc. provides information, analytics, and online marketplace services to real estate and related business communities in the United States, Australia, Canada, Europe, the Asia Pacific, and Latin America.",$13.6B,True
DOC,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,United States,13629828096,12,"Healthpeak Properties, Inc. is a Standard & Poor's 500 company that owns, operates, and develops high-quality real estate focused on healthcare discovery and delivery in the United States.",$13.6B,True
GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,United States,13504583680,12,"Genuine Parts Company distributes automotive and industrial replacement parts. The company operates in three segments: North America Automotive Parts Group, International Automotive Parts Group, and Industrial Parts Group.",$13.5B,False
LULU,lululemon athletica inc.,Consumer Cyclical,Apparel Retail,Canada,13348263936,2,"lululemon athletica inc., together with its subsidiaries, designs, distributes, and retails technical athletic apparel, footwear, and accessories for women and men under the lululemon brand in the United States, Canada, Mexico, China, Hong Kong, Taiwan, Macau, Greece, and internationally. It offers pants, shorts, tops, and jackets for athletic activities, such as yoga, running, training, and other activities.",$13.3B,False
APA,APA Corporation,Energy,Oil & Gas E&P,United States,13311688704,12,"APA Corporation, an independent energy company, explores for, develops, and produces natural gas, crude oil, and natural gas liquids. The company has oil and gas operations in the United States, Egypt, and North Sea.",$13.3B,False
EG,"Everest Group, Ltd.",Financial Services,Insurance - Reinsurance,Bermuda,13095429120,12,"Everest Group, Ltd., together with subsidiaries, provides reinsurance and insurance products in the United States, Europe, and internationally. It operates in two segment, Insurance and Reinsurance.",$13.1B,True
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,United States,13026095104,10,"The Cooper Companies, Inc., together with its subsidiaries, develops, manufactures, and markets contact lens wearers. The company operates in two segments, CooperVision and CooperSurgical.",$13.0B,False
HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,United States,13009444864,10,"Hormel Foods Corporation develops, processes, and distributes various meat, nuts, and other food products to foodservice, convenience store, and commercial customers in the United States and internationally. It operates through three segments: Retail, Foodservice, and International segments.",$13.0B,False
MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,United States,12799625216,11,"McCormick & Company, Incorporated manufactures, markets, and distributes herbs, spices, seasoning mixes, condiments, and other flavorful products to the food industry. It operates in two segments, Consumer and Flavor Solutions.",$12.8B,False
TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,United States,12501771264,1,"Trimble Inc. offers technology solutions and platform that enable office professionals and field workers to connect workflows and industry lifecycles in North America, Europe, the Asia Pacific, and internationally.",$12.5B,False
TYL,"Tyler Technologies, Inc.",Technology,Software - Application,United States,12497266688,12,"Tyler Technologies, Inc. provides integrated software and technology management solutions for the public sector in the United States.",$12.5B,False
AIZ,"Assurant, Inc.",Financial Services,Insurance - Property & Casualty,United States,12486994944,12,"Assurant, Inc. provides protection services to connected devices, homes, and automobiles in North America, Latin America, Europe, and the Asia Pacific.",$12.5B,True
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,United States,12328654848,12,DaVita Inc. provides kidney dialysis services for patients suffering from chronic kidney failure in the United States.,$12.3B,False
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,United States,12321899520,12,"Align Technology, Inc. provides Invisalign clear aligners, Vivera retainers, and iTero intraoral scanners and services in the United States, Switzerland, and internationally.",$12.3B,False
PNW,Pinnacle West Capital Corporation,Utilities,Utilities - Regulated Electric,United States,12275048448,12,"Pinnacle West Capital Corporation, through its subsidiary, provides retail and wholesale electric services in the state of Arizona. The company engages in the generation, transmission, and distribution of electricity using nuclear, gas, oil, coal, and solar generating facilities.",$12.3B,False
IVZ,Invesco Ltd.,Financial Services,Asset Management,United States,12212822016,12,Invesco Ltd. is a publicly owned investment manager.,$12.2B,True
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,United States,12207925248,1,"Stanley Black & Decker, Inc. provides hand tools, power tools, outdoor products, and related accessories in the United States, Canada, Other Americas, Europe, and Asia.",$12.2B,False
GL,Globe Life Inc.,Financial Services,Insurance - Life,United States,12200321024,12,"Globe Life Inc., through its subsidiaries, provides various life and supplemental health insurance products to lower middle- and middle-income families in the United States. It operates in three segments: Life Insurance, Supplemental Health Insurance, and Investments.",$12.2B,True
BF-B,Brown-Forman Corporation,Consumer Defensive,Beverages - Wineries & Distilleries,United States,12128123904,4,"Brown-Forman Corporation, together with its subsidiaries, manufactures, distills, bottles, imports, exports, markets, and sells a variety of alcohol beverages. It provides spirits, wines, whiskey spirits, whiskey-based flavored liqueurs, ready-to-drink cocktails, ready-to-pour products, vodkas, tequilas, gin, brandy, rum, bourbons, and liqueurs.",$12.1B,False
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,United States,12091529216,12,"MGM Resorts International, through its subsidiaries, operates as a gaming and entertainment company in the United States, China, and internationally. It operates through four segments: Las Vegas Strip Resorts, Regional Operations, MGM China, and MGM Digital.",$12.1B,False
HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure,United States,11820132352,12,"Hasbro, Inc. operates as a toy and game company in the United States, Europe, Canada, Mexico, Latin America, Australia, China, and Hong Kong.",$11.8B,False
PNR,Pentair plc,Industrials,Specialty Industrial Machinery,United Kingdom,11751954432,12,"Pentair plc provides various water solutions in the United States, Western Europe, China, Latin America, the Middle East, Southeast Asia, Australia, and Canada. It operates through three segments: Flow, Water Solutions, and Pool.",$11.8B,False
AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,United States,11703793664,12,"Avery Dennison Corporation operates as a materials science and digital identification solutions company in the North America, Europe, the Middle East, North Africa, Asia, and Latin America. It offers pressure-sensitive label materials, which consist of papers, plastic films, and metal foils; performance tapes products, including mechanical fasteners, which are precision-extruded and injection-molded plastic devices; and other pressure-sensitive adhesive-based materials and converted products under the Fasson, JAC, and Avery Dennison brands.",$11.7B,False
ERIE,Erie Indemnity Company,Financial Services,Insurance Brokers,United States,11699335168,12,"Erie Indemnity Company operates as a managing attorney-in-fact for the subscribers at the Erie Insurance Exchange in the United States. It provides issuance and renewal services; sales related services, including agent compensation and sales and advertising support services; underwriting services that include underwriting and policy processing; and other services consist of customer services and administrative support services, as well as information technology services.",$11.7B,True
PSKY,Paramount Skydance Corporation,Communication Services,Entertainment,United States,11628209152,12,"Paramount Skydance Corporation operates as a media and entertainment company worldwide. It operates in three segments: Studios, Direct-to-Consumer, and TV Media.",$11.6B,False
HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,United States,11516221440,12,"Huntington Ingalls Industries, Inc. designs, builds, overhauls, and repairs military ships in the United States.",$11.5B,False
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,United States,11506876416,6,"The Clorox Company manufactures and markets consumer and professional products worldwide. The company operates through four segments: Health and Wellness, Household, Lifestyle, and International.",$11.5B,False
BXP,"BXP, Inc.",Real Estate,REIT - Office,United States,11506436096,12,"BXP, Inc. (BXP) is the largest publicly traded developer, owner, and manager of premier workplaces in the United States.",$11.5B,True
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,United States,11336097792,10,"Skyworks Solutions, Inc., together with its subsidiaries, develops, manufactures, and markets analog and mixed-signal semiconductor products and solutions in the United States, Taiwan, China, South Korea, Europe, the Middle East, Africa, and the Asia Pacific. The company offers amplifiers, antenna tuners, attenuators, automotive tuners and digital radios, wireless ASoC, DC/DC converters, demodulators, detectors, digital power isolators, diodes, directional couplers, diversity receive modules, filters, front-end modules, hybrids, light emitting diode drivers, low noise amplifiers, mixers, modulators, and optocouplers/optoisolators.",$11.3B,False
CPT,Camden Property Trust,Real Estate,REIT - Residential,United States,11194264576,12,"Camden Property Trust, an S&P 500 Company, is a real estate company primarily engaged in the ownership, management, development, redevelopment, acquisition, and construction of multifamily apartment communities. Camden owns and operates 173 properties containing 58,811 apartment homes across the United States.",$11.2B,True
RVTY,"Revvity, Inc.",Healthcare,Diagnostics & Research,United States,11189445632,12,"Revvity, Inc. provides health sciences solutions, technologies, and services.",$11.2B,False
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,United States,11100485632,12,"Zebra Technologies Corporation, together with its subsidiaries, operates in the automatic identification and data capture solutions industry worldwide. It operates in two segments, Connected Frontline, and Asset Visibility and Automation.",$11.1B,False
ALLE,Allegion plc,Industrials,Security & Protection Services,Ireland,10967994368,12,Allegion plc engages in the provision of security products and solutions worldwide. It is operating through two segments: Allegion Americas and Allegion International.,$11.0B,False
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,United States,10879963136,12,"Wynn Resorts, Limited designs, develops, and operates integrated resorts. It operates in four segments: Wynn Palace, Wynn Macau, Las Vegas Operations, and Encore Boston Harbor.",$10.9B,False
SJM,The J. M. Smucker Company,Consumer Defensive,Packaged Foods,United States,10853599232,4,The J. M.,$10.9B,False
IT,"Gartner, Inc.",Technology,Information Technology Services,United States,10735735808,12,"Gartner, Inc. provides business and technology insights for decisions and performance on an organization's mission-critical priorities in the United States, Canada, Europe, the Middle East, Africa, and internationally.",$10.7B,False
GDDY,GoDaddy Inc.,Technology,Software - Infrastructure,United States,10685474816,12,GoDaddy Inc. engages in the design and development of cloud-based products in the United States and internationally.,$10.7B,False
